RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
1460,15571778,Trentini,817,France,Female,55,10,117561.49,1,1,0,95941.55,1
1469,15814846,Ozerova,691,France,Male,52,3,0.0,1,1,0,175843.68,1
1479,15630725,Johnson,649,France,Female,45,5,92786.66,1,1,0,173365.9,1
1486,15700212,Shih,475,France,Female,46,10,0.0,2,0,0,122953.0,1
1501,15590146,Mao,630,France,Male,50,1,81947.76,1,0,1,63606.22,1
1504,15762277,Jamieson,710,France,Male,47,5,158623.14,1,0,0,83499.89,1
1520,15738267,Macarthur,544,France,Female,64,3,124043.8,1,1,1,111402.97,1
1550,15584364,Trentini,652,France,Male,48,4,59486.31,1,1,0,163944.18,1
1556,15709994,Gallo,658,France,Female,40,7,140596.95,1,0,1,135459.02,1
1568,15683124,Evans,713,France,Male,53,6,115029.4,1,0,0,191521.32,1
1573,15725141,Whiddon,716,France,Female,44,3,109528.28,1,1,0,27341.63,1
1584,15730394,Crowther,709,France,Female,43,8,0.0,2,0,0,168035.62,1
1603,15751158,Mashman,571,France,Female,42,4,108825.34,3,1,0,55558.51,1
1613,15649121,Pinto,665,France,Male,52,3,0.0,1,1,0,116137.01,1
1627,15588248,Hs?,617,France,Female,28,0,0.0,2,1,1,7597.83,1
1654,15633233,McFarland,500,France,Male,56,1,100374.58,1,1,0,118490.8,1
1667,15579706,Curtis,611,France,Female,46,5,0.0,1,1,0,77677.14,1
1702,15605279,Francis,792,France,Male,50,9,0.0,4,1,1,194700.81,1
1750,15703820,Endrizzi,552,France,Male,42,9,133701.07,2,1,0,101069.71,1
1761,15701121,Holt,521,France,Male,38,5,110641.18,1,0,1,136507.69,1
1762,15796313,Olsen,662,France,Female,36,4,166909.2,2,1,0,138871.12,1
1783,15642002,Hayward,554,France,Female,35,6,117707.18,2,0,0,95277.15,1
1788,15753549,Dubinina,669,France,Male,25,1,157848.53,1,0,0,37543.93,1
1799,15610446,Chinedum,714,France,Female,51,4,88308.87,3,0,0,5862.53,1
1808,15605037,Ting,818,France,Female,49,2,0.0,1,0,1,192298.84,1
1838,15619343,Mahmood,561,France,Male,56,7,152759.0,2,1,0,133167.11,1
1846,15589076,Henry,737,France,Male,36,9,0.0,1,0,1,188670.9,1
1856,15570601,Cheng,785,France,Female,47,9,122031.55,1,1,1,33823.5,1
1863,15726494,Romani,481,France,Male,44,9,175303.06,1,1,0,65500.53,1
1920,15739858,Otitodilichukwu,618,France,Male,56,7,0.0,1,1,1,142400.27,1
1922,15638355,Woods,658,France,Female,35,5,126397.66,1,0,0,156361.58,1
1923,15805637,Hsing,625,France,Male,36,9,108546.16,3,1,0,133807.77,1
1924,15629575,Wheare,717,France,Male,36,2,148061.89,1,1,0,179128.69,1
1932,15652693,Greco,573,France,Female,26,4,129109.02,1,0,0,149814.68,1
1946,15607347,Olisaemeka,734,France,Male,22,5,130056.23,1,0,0,121894.31,1
1951,15615456,Aleksandrova,680,France,Female,37,10,123806.28,1,1,0,81776.84,1
1952,15589793,Onwuamaeze,604,France,Male,53,8,144453.75,1,1,0,190998.96,1
1957,15605286,Moyes,565,France,Male,55,4,118803.35,2,1,1,128124.7,1
1958,15674922,Beavers,710,France,Male,54,6,171137.62,1,1,1,167023.95,1
1965,15738318,Kung,800,France,Female,40,5,97764.41,1,1,0,98640.15,1
1966,15772243,MacDonald,612,France,Female,33,9,0.0,1,0,0,142797.5,1
1988,15758606,Yamamoto,738,France,Male,54,4,0.0,1,0,1,55725.04,1
1995,15666055,Rowe,705,France,Female,49,7,0.0,1,1,0,63405.2,1
1997,15755678,Kovalyov,534,France,Male,62,2,0.0,2,0,0,42763.12,1
2028,15606613,Samson,655,France,Female,59,7,0.0,1,1,0,88958.49,1
2039,15710743,Onwuamaeze,621,France,Male,47,0,0.0,1,1,1,133831.37,1
2050,15723008,Lo Duca,720,France,Female,45,1,102882.4,2,1,1,35633.15,1
2051,15797160,Glover,492,France,Female,49,8,0.0,1,1,1,182865.09,1
2054,15610686,Melton,850,France,Male,63,8,169832.57,1,0,0,184107.26,1
2071,15750684,Jibunoh,719,France,Female,42,4,0.0,1,1,0,28465.86,1
2077,15780254,Gartrell,654,France,Male,40,6,0.0,1,0,0,183872.88,1
2079,15815626,Oluchi,640,France,Male,63,2,68432.45,2,1,1,112503.24,1
2081,15813412,Barlow,721,France,Female,55,3,44020.89,1,1,0,65864.4,1
2085,15668669,Benson,423,France,Female,36,5,97665.61,1,1,0,118372.55,1
2088,15687658,Burgin,716,France,Female,52,7,65971.61,2,1,0,14608.0,1
2099,15769216,Panicucci,601,France,Female,43,2,0.0,1,1,0,49713.87,1
2119,15774857,Synnot,460,France,Female,27,7,0.0,2,1,0,156150.08,1
2125,15603851,Galkin,704,France,Male,32,7,127785.17,4,0,0,184464.7,1
2140,15765518,Gregson,643,France,Female,51,2,105229.53,1,1,0,34967.75,1
2142,15758372,Wallace,674,France,Male,18,7,0.0,2,1,1,55753.12,1
2152,15588614,Walton,753,France,Male,57,7,0.0,1,1,0,159475.08,1
2153,15630698,Hay,745,France,Female,55,9,110123.59,1,0,1,51548.14,1
2154,15694200,Gardner,693,France,Male,36,8,178111.82,1,0,0,58719.63,1
2209,15809826,Craigie,728,France,Female,46,2,109705.52,1,1,0,20276.87,1
2235,15713655,Calabrese,720,France,Female,38,10,0.0,2,1,1,56229.72,1
2238,15639077,Marchesi,622,France,Female,30,2,158584.82,3,1,0,142342.55,1
2240,15648577,Pickering,493,France,Female,31,3,0.0,1,1,1,176570.28,1
2246,15578799,Anayolisa,625,France,Female,58,10,53772.73,1,1,1,192072.1,1
2263,15586264,Murray,572,France,Male,43,2,140431.98,1,1,0,26450.57,1
2269,15777553,Hanson,659,France,Female,56,9,123785.24,1,1,0,99504.03,1
2271,15622217,Tu,538,France,Female,38,8,88758.95,2,0,0,28226.15,1
2275,15808044,Ts'ui,580,France,Female,65,9,106804.26,3,1,0,107890.69,1
2277,15684951,He,542,France,Female,59,2,68892.77,2,1,0,7905.06,1
2290,15789097,Keeley,644,France,Male,48,8,0.0,2,0,1,44965.54,1
2296,15664543,Shaw,699,France,Male,40,7,0.0,1,0,1,152876.13,1
2313,15724223,Bronner,545,France,Female,55,5,0.0,1,0,0,10034.77,1
2337,15654390,He,640,France,Male,33,7,154575.76,1,1,0,25722.28,1
2352,15678284,Pai,651,France,Male,35,7,74623.5,3,1,0,129451.29,1
2396,15672374,Pai,672,France,Male,52,8,170008.84,1,0,0,56407.42,1
2415,15806027,Niu,556,France,Female,52,9,0.0,1,1,0,175149.2,1
2419,15603914,Arcuri,614,France,Male,40,6,0.0,1,1,1,20339.79,1
2432,15782247,Yeh,540,France,Male,22,4,0.0,3,1,1,186233.26,1
2435,15613189,Browne,774,France,Female,52,2,56580.93,1,1,0,113266.28,1
2440,15586976,Alexeeva,566,France,Female,42,6,0.0,1,1,0,180702.12,1
2456,15727490,Scott,661,France,Male,47,5,0.0,1,0,1,107243.31,1
2460,15756920,Genovesi,576,France,Male,63,9,70655.48,1,0,0,78955.8,1
2463,15704442,Fleming,672,France,Female,53,9,169406.33,4,1,1,147311.47,1
2475,15693199,Shao,739,France,Female,37,8,0.0,2,1,0,191557.1,1
2478,15760294,Endrizzi,512,France,Female,41,8,145150.28,1,1,0,64869.32,1
2500,15634974,Seppelt,614,France,Female,37,8,75150.34,4,0,1,131766.67,1
2510,15689341,Gibbs,655,France,Female,50,10,0.0,4,1,0,179267.94,1
2516,15744327,Ruth,564,France,Male,40,4,0.0,1,1,0,85455.62,1
2519,15759436,Aksenov,758,France,Female,50,2,95813.76,3,1,1,67944.09,1
2531,15598086,Brown,624,France,Female,45,3,68639.57,1,1,0,168002.31,1
2537,15752026,Hammer,691,France,Male,58,3,0.0,1,0,1,194930.3,1
2542,15679770,Smith,611,France,Female,61,3,131583.59,4,0,1,66238.23,1
2547,15755178,Ramos,660,France,Male,50,1,0.0,3,1,1,191849.15,1
2549,15617197,Chien,524,France,Male,50,4,0.0,2,1,1,31840.59,1
2550,15631240,Dubinina,645,France,Female,36,8,0.0,2,1,1,12096.61,1
2565,15672144,Mao,667,France,Female,38,6,144432.04,1,1,1,73963.17,1
2601,15744582,Randall,680,France,Female,24,10,0.0,3,1,0,154971.63,1
2648,15687162,Clayton,461,France,Male,51,9,119889.84,1,0,0,56767.67,1
2655,15759874,Chamberlain,532,France,Male,44,3,148595.55,1,1,0,74838.64,1
2660,15679410,Caldwell,729,France,Female,62,4,140549.4,1,1,0,30990.16,1
2662,15688409,Donaldson,742,France,Female,28,2,191864.51,1,1,0,108457.99,1
2663,15742272,Ozerova,669,France,Female,44,8,96418.09,1,0,0,131609.48,1
2669,15582325,Jennings,524,France,Male,52,2,87894.26,1,1,0,173899.42,1
2671,15760446,Pagnotto,598,France,Female,64,9,0.0,1,0,1,13181.37,1
2690,15636999,Mao,414,France,Male,38,8,0.0,1,0,1,77661.12,1
2699,15729954,Azuka,586,France,Female,28,5,0.0,3,1,0,170487.4,1
2744,15658889,Watson,689,France,Male,22,4,136444.25,1,1,0,51980.25,1
2751,15767474,Lorenzo,481,France,Female,57,9,0.0,3,1,1,169719.35,1
2758,15566708,Chidalu,444,France,Female,45,4,0.0,2,1,0,161653.5,1
2786,15771417,Thomas,640,France,Male,43,7,132412.38,1,0,0,69584.3,1
2788,15700487,Osonduagwuike,805,France,Male,46,6,118022.06,3,1,0,162643.15,1
2795,15597930,Wilson,646,France,Male,52,8,59669.43,1,0,0,172495.81,1
2803,15723299,Sorokina,774,France,Male,53,4,113709.28,1,1,1,153887.93,1
2806,15618936,MacDonald,688,France,Female,51,5,0.0,1,1,0,91624.11,1
2814,15600934,Randell,758,France,Female,52,7,125095.94,1,1,0,171189.83,1
2852,15776454,Hamilton,603,France,Female,48,5,0.0,1,1,0,100478.6,1
2854,15648489,Ting,487,France,Male,53,4,199689.49,1,1,1,24207.86,1
2899,15624510,Tien,696,France,Male,52,6,139781.06,1,1,0,27445.4,1
2917,15704583,Chikwado,651,France,Male,56,2,0.0,1,1,0,114522.68,1
2918,15621083,Douglas,698,France,Male,57,6,136325.48,2,1,1,72549.27,1
2933,15724858,Begum,688,France,Female,54,9,0.0,1,1,0,191212.63,1
2935,15690188,Maclean,631,France,Male,33,7,0.0,1,1,1,58043.02,1
2940,15591915,Frolov,533,France,Female,39,2,0.0,1,0,1,73669.94,1
2958,15789109,Watson,686,France,Female,41,10,0.0,1,1,1,144272.71,1
2963,15605000,John,550,France,Male,38,9,140278.99,3,1,1,171457.06,1
2967,15577178,Genovese,511,France,Male,45,5,68375.27,1,1,0,193160.25,1
2971,15595228,Wanliss,815,France,Male,45,7,0.0,1,0,1,52885.23,1
2974,15651983,Fang,591,France,Female,56,9,128882.49,1,1,1,196241.94,1
2989,15684801,Abbott,689,France,Male,47,1,93871.95,3,1,0,156878.42,1
3007,15720943,Pirozzi,747,France,Female,45,1,114959.12,1,1,0,189362.39,1
3008,15697997,Jamieson,602,France,Male,33,5,164704.38,1,0,1,180716.1,1
3011,15619653,Hannaford,666,France,Male,47,2,0.0,1,1,0,35046.97,1
3051,15699247,Chapman,791,France,Female,44,5,0.0,2,1,1,123977.86,1
3070,15570932,Pirozzi,666,France,Male,43,7,137780.74,2,1,1,119100.05,1
3083,15759066,Carpenter,483,France,Female,44,5,136836.49,1,1,0,192359.9,1
3084,15814816,Kambinachi,466,France,Male,40,4,91592.06,1,1,0,141210.18,1
3086,15571059,Martin,734,France,Female,54,3,0.0,1,1,0,130805.54,1
3106,15794566,Kirsova,678,France,Female,28,4,0.0,2,1,1,144423.17,1
3113,15622478,Greaves,698,France,Female,40,7,105061.74,3,1,0,107815.31,1
3115,15636023,O'Donnell,619,France,Female,40,10,0.0,1,1,1,147093.84,1
3125,15795224,Wu,760,France,Male,39,6,178585.46,1,1,0,67131.3,1
3138,15772073,Hodge,664,France,Male,48,10,0.0,1,1,0,140173.17,1
3139,15701537,Ignatiev,756,France,Male,60,2,0.0,1,1,1,166513.49,1
3147,15730688,Yu,548,France,Female,28,8,116755.5,2,1,1,158585.17,1
3149,15810075,Fang,648,France,Female,39,6,130694.89,2,1,1,153955.38,1
3153,15724161,Sutton,644,France,Female,40,9,137285.26,4,1,0,77063.63,1
3168,15583137,Pope,637,France,Female,48,7,130806.99,2,1,1,132005.85,1
3169,15680752,Horrocks,675,France,Female,49,0,0.0,1,1,1,80496.71,1
3172,15589449,Frye,815,France,Female,56,3,0.0,3,1,1,94248.16,1
3176,15764604,Sutherland,586,France,Female,35,7,164769.02,3,1,0,119814.25,1
3181,15750447,Ozoemena,678,France,Female,60,10,117738.81,1,1,0,147489.76,1
3194,15725794,Winters,659,France,Female,49,1,0.0,1,1,0,116249.72,1
3200,15678201,Robertson,548,France,Female,46,1,0.0,1,1,1,104469.06,1
3206,15733973,Bibi,850,France,Female,42,8,0.0,1,1,0,19632.64,1
3213,15747097,Hs?,611,France,Male,35,10,0.0,1,1,1,23598.23,1
3230,15589715,Fulks,584,France,Female,66,5,0.0,1,1,0,49553.38,1
3235,15664907,Alexander,527,France,Male,47,1,0.0,1,1,0,21312.16,1
3239,15588080,Giles,675,France,Male,54,6,0.0,1,1,0,110273.84,1
3241,15717560,Martin,580,France,Male,50,0,125647.36,1,1,0,57541.08,1
3247,15579212,Chuang,638,France,Male,57,6,0.0,1,1,0,33676.48,1
3251,15587419,Shipton,611,France,Male,58,8,0.0,2,0,1,107665.68,1
3264,15807525,Bailey,447,France,Male,43,2,0.0,2,1,0,33879.26,1
3269,15611430,Abramowitz,690,France,Male,54,5,0.0,1,1,0,12847.61,1
3273,15793890,Harriman,728,France,Female,59,4,0.0,1,1,1,163365.85,1
3275,15596984,Pinto,629,France,Female,31,6,0.0,1,1,1,16447.6,1
3281,15715622,To Rot,583,France,Female,57,3,238387.56,1,0,1,147964.99,1
3304,15784320,Lenhardt,632,France,Female,44,3,133793.89,1,1,1,34607.14,1
3317,15758116,Rossi,666,France,Male,53,5,64646.7,1,1,0,128019.48,1
3318,15575119,Hughes,779,France,Male,71,3,0.0,2,1,1,146895.36,1
3329,15651352,Tobenna,529,France,Female,38,2,0.0,1,1,0,146388.85,1
3373,15643967,Chineze,652,France,Female,37,4,92208.54,1,0,1,197699.8,1
3376,15733234,Moretti,777,France,Female,58,4,0.0,1,1,1,62449.07,1
3386,15765982,Chin,735,France,Male,41,7,74135.85,1,1,1,11783.1,1
3400,15633352,Okwukwe,628,France,Female,31,6,175443.75,1,1,0,113167.17,1
3441,15745605,Trevisan,722,France,Female,47,2,88011.4,1,1,1,90655.94,1
3453,15722965,Yefimova,757,France,Male,57,3,89079.41,1,1,1,53179.21,1
3457,15789974,Enemuo,713,France,Male,33,6,94598.48,1,0,0,197519.66,1
3474,15627840,Toscano,682,France,Female,42,0,0.0,1,0,1,91981.85,1
3486,15728456,Martinez,604,France,Male,33,3,0.0,1,1,0,42171.13,1
3491,15809137,Sagese,453,France,Male,29,6,0.0,1,0,0,198376.02,1
3498,15588944,Maughan,456,France,Female,63,1,165350.61,2,0,0,140758.07,1
3521,15569248,Milanesi,554,France,Female,43,10,0.0,2,1,0,149629.13,1
3532,15653251,Hickey,408,France,Female,84,8,87873.39,1,0,0,188484.52,1
3534,15808557,Mancini,695,France,Female,42,5,0.0,1,0,1,72172.13,1
3544,15801218,Bermudez,675,France,Male,49,8,135133.39,1,0,1,179521.24,1
3550,15647725,Napolitano,675,France,Female,61,5,62055.17,3,1,0,166305.16,1
3556,15629094,Fomin,528,France,Female,36,1,156948.41,1,1,1,149912.28,1
3557,15651823,Nkemjika,590,France,Female,60,6,147751.75,1,1,0,88206.04,1
3560,15727353,Ch'ang,650,France,Female,64,7,142028.36,1,1,0,32275.09,1
3561,15733777,Evans,817,France,Male,44,8,0.0,1,0,0,65501.91,1
3565,15803121,Chia,847,France,Male,51,5,97565.74,1,0,0,144184.06,1
3570,15761670,Morley,695,France,Female,50,8,0.0,1,1,0,126381.6,1
3571,15706005,Roberts,674,France,Male,46,2,174701.05,1,1,0,90189.72,1
3601,15573599,Adamson,506,France,Female,57,6,0.0,2,0,1,194421.12,1
3602,15747208,Watt,608,France,Male,50,6,0.0,1,1,0,93568.77,1
3604,15772528,Mishin,750,France,Female,47,7,121376.15,2,1,0,54473.6,1
3611,15711716,Ferguson,580,France,Female,56,1,131368.3,1,1,0,106918.67,1
3616,15639357,Allan,415,France,Male,46,9,134950.19,3,0,0,178587.36,1
3617,15738907,Tobenna,798,France,Female,60,6,96956.1,1,1,0,31907.44,1
3646,15607263,McCartney,788,France,Male,55,3,0.0,1,0,1,13288.46,1
3647,15610900,Thompson,770,France,Female,70,9,110738.89,1,1,0,22666.77,1
3649,15691703,Shih,545,France,Male,47,8,105792.49,1,0,1,67830.2,1
3657,15759284,Yeh,750,France,Female,37,6,0.0,1,1,1,117948.0,1
3659,15661903,Hsia,699,France,Female,43,3,80764.03,1,1,0,199378.58,1
3660,15664668,Zarate,534,France,Female,42,9,144801.97,1,0,1,12483.39,1
3664,15602731,Wong,724,France,Male,31,5,0.0,1,1,0,134889.95,1
3682,15666270,Omeokachie,676,France,Female,40,2,147803.48,1,1,0,95181.06,1
3684,15727197,Pinto,576,France,Female,52,9,170228.59,2,0,0,148477.57,1
3694,15722246,Omeokachie,742,France,Female,60,4,0.0,1,1,1,13161.66,1
3695,15609704,Mao,608,France,Female,33,4,0.0,1,1,0,79304.38,1
