RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
1123,15789955,Hu,698,Germany,Male,56,1,112414.81,2,0,0,93982.02,1
1125,15627305,Pan,606,Spain,Male,35,7,0.0,1,1,0,106837.06,1
1161,15719348,Tsao,513,France,Male,35,8,0.0,1,1,0,76640.29,1
1162,15781802,Abramov,755,France,Male,41,6,104817.41,1,1,0,126013.58,1
1172,15640454,Parkhill,693,Germany,Male,40,0,120711.73,1,0,0,27345.18,1
1202,15651052,McMasters,399,Germany,Male,46,2,127655.22,1,1,0,139994.68,1
1211,15658969,Gray,711,France,Male,51,7,0.0,3,1,0,38409.79,1
1213,15813590,Vance,610,Spain,Male,42,6,0.0,2,1,0,158302.59,1
1215,15674148,Milanesi,579,Spain,Male,33,6,0.0,1,1,0,94993.04,1
1233,15607537,Crawford,587,Germany,Male,46,9,107850.82,1,1,0,139431.0,1
1261,15743532,Ball,704,Germany,Male,27,5,147004.34,1,1,0,64381.33,1
1274,15612064,Tsou,474,France,Male,33,5,0.0,2,1,0,181945.52,1
1277,15690182,Kapustin,635,Germany,Male,37,5,113488.68,1,1,0,95611.74,1
1282,15779182,Chia,790,Spain,Male,46,8,182364.53,1,0,0,139266.48,1
1290,15688880,Amechi,672,Germany,Male,40,10,102980.44,1,1,0,1285.81,1
1306,15800434,Burgess,811,Germany,Male,52,10,76915.4,1,0,0,146359.81,1
1315,15644833,Duncan,675,France,Male,54,2,0.0,1,1,0,149583.67,1
1318,15720702,Shih,789,France,Male,37,3,0.0,1,1,0,121883.87,1
1324,15629244,Bryant,635,Spain,Male,50,7,159453.64,2,0,0,54560.79,1
1366,15689514,Kang,625,France,Male,43,8,201696.07,1,1,0,133020.9,1
1439,15574068,Norman,504,Germany,Male,56,9,104217.3,1,0,0,55857.48,1
1441,15796334,Chukwualuka,558,Germany,Male,39,10,144757.02,1,1,0,22878.16,1
1451,15676242,Artemova,632,Spain,Male,31,3,136556.44,1,1,0,82152.83,1
1469,15814846,Ozerova,691,France,Male,52,3,0.0,1,1,0,175843.68,1
1489,15625824,Kornilova,596,Spain,Male,30,6,121345.88,4,1,0,41921.75,1
1493,15744517,Esposito,735,Spain,Male,50,9,0.0,1,0,0,166677.35,1
1504,15762277,Jamieson,710,France,Male,47,5,158623.14,1,0,0,83499.89,1
1506,15798975,Doherty,606,Germany,Male,48,4,132403.56,1,0,0,36091.91,1
1550,15584364,Trentini,652,France,Male,48,4,59486.31,1,1,0,163944.18,1
1568,15683124,Evans,713,France,Male,53,6,115029.4,1,0,0,191521.32,1
1613,15649121,Pinto,665,France,Male,52,3,0.0,1,1,0,116137.01,1
1654,15633233,McFarland,500,France,Male,56,1,100374.58,1,1,0,118490.8,1
1671,15716994,Green,559,Spain,Male,24,3,114739.92,1,1,0,85891.02,1
1690,15700854,Cunningham,595,Spain,Male,35,8,0.0,1,1,0,100015.79,1
1749,15568963,Naquin,674,Germany,Male,34,2,152797.9,1,1,0,175709.4,1
1750,15703820,Endrizzi,552,France,Male,42,9,133701.07,2,1,0,101069.71,1
1787,15603846,Fang,711,Spain,Male,37,2,0.0,2,1,0,83978.86,1
1788,15753549,Dubinina,669,France,Male,25,1,157848.53,1,0,0,37543.93,1
1798,15764170,Pinto,647,Germany,Male,44,4,93960.35,1,1,0,36579.53,1
1826,15678727,Tan,770,Germany,Male,45,4,110765.68,1,1,0,26163.74,1
1830,15605275,Ofodile,725,Germany,Male,45,8,116917.07,1,0,0,173464.43,1
1834,15804394,Brenan,663,Germany,Male,32,8,130627.66,1,1,0,47161.25,1
1838,15619343,Mahmood,561,France,Male,56,7,152759.0,2,1,0,133167.11,1
1839,15758813,Campbell,350,Germany,Male,39,0,109733.2,2,0,0,123602.11,1
1863,15726494,Romani,481,France,Male,44,9,175303.06,1,1,0,65500.53,1
1878,15643630,Quaife,770,Spain,Male,55,9,63127.41,2,1,0,185211.28,1
1917,15812198,Chen,543,Germany,Male,48,1,100900.5,1,0,0,33310.72,1
1923,15805637,Hsing,625,France,Male,36,9,108546.16,3,1,0,133807.77,1
1924,15629575,Wheare,717,France,Male,36,2,148061.89,1,1,0,179128.69,1
1929,15716609,L?,484,Germany,Male,54,3,134388.11,1,0,0,49954.79,1
1946,15607347,Olisaemeka,734,France,Male,22,5,130056.23,1,0,0,121894.31,1
1952,15589793,Onwuamaeze,604,France,Male,53,8,144453.75,1,1,0,190998.96,1
1978,15585901,Johnson,717,Spain,Male,35,1,0.0,3,0,0,174770.14,1
1994,15787189,Tai,824,Germany,Male,60,8,134250.17,3,0,0,153046.16,1
1997,15755678,Kovalyov,534,France,Male,62,2,0.0,2,0,0,42763.12,1
2010,15732917,Li,729,Germany,Male,46,5,117837.43,1,1,0,104016.61,1
2054,15610686,Melton,850,France,Male,63,8,169832.57,1,0,0,184107.26,1
2075,15805303,Olisanugo,661,Germany,Male,44,1,141136.62,1,1,0,189742.78,1
2077,15780254,Gartrell,654,France,Male,40,6,0.0,1,0,0,183872.88,1
2125,15603851,Galkin,704,France,Male,32,7,127785.17,4,0,0,184464.7,1
2136,15704284,Ekechukwu,736,Germany,Male,57,9,95295.39,1,1,0,28434.44,1
2150,15648794,Giordano,836,Spain,Male,57,4,101247.06,1,1,0,37141.62,1
2152,15588614,Walton,753,France,Male,57,7,0.0,1,1,0,159475.08,1
2154,15694200,Gardner,693,France,Male,36,8,178111.82,1,0,0,58719.63,1
2155,15721426,Milne,606,Germany,Male,65,10,126306.64,3,0,0,7861.68,1
2187,15762169,Bergman,556,Germany,Male,37,9,145018.64,2,1,0,90928.02,1
2237,15712849,Tung,632,Germany,Male,41,3,126550.7,1,0,0,177644.52,1
2242,15633112,Madukaego,681,Germany,Male,42,3,118199.97,2,1,0,9452.88,1
2244,15780038,Paterson,756,Spain,Male,38,6,119208.85,1,1,0,169763.89,1
2263,15586264,Murray,572,France,Male,43,2,140431.98,1,1,0,26450.57,1
2337,15654390,He,640,France,Male,33,7,154575.76,1,1,0,25722.28,1
2341,15595728,Thomas,523,Germany,Male,41,0,119276.31,1,0,0,122284.38,1
2347,15706163,Enyinnaya,518,Germany,Male,46,4,113625.93,1,0,0,92727.42,1
2348,15746708,Ritchie,589,Germany,Male,55,7,119961.48,1,1,0,65156.83,1
2352,15678284,Pai,651,France,Male,35,7,74623.5,3,1,0,129451.29,1
2368,15682600,Lo,620,Germany,Male,39,9,159492.79,1,1,0,80582.34,1
2389,15778395,McIntyre,762,Germany,Male,34,4,88815.56,2,1,0,68562.26,1
2394,15657342,Dawson,850,Germany,Male,28,4,147972.19,1,1,0,60708.72,1
2396,15672374,Pai,672,France,Male,52,8,170008.84,1,0,0,56407.42,1
2405,15809286,Burke,631,Germany,Male,37,8,138292.64,2,0,0,152422.91,1
2433,15769064,Marshall,537,Germany,Male,39,3,135309.36,1,1,0,31728.86,1
2460,15756920,Genovesi,576,France,Male,63,9,70655.48,1,0,0,78955.8,1
2461,15726403,Glenny,660,Germany,Male,41,1,129901.21,1,1,0,26025.6,1
2516,15744327,Ruth,564,France,Male,40,4,0.0,1,1,0,85455.62,1
2521,15751561,Meng,498,Germany,Male,61,7,102453.26,1,1,0,187247.56,1
2536,15578809,Hao,651,Germany,Male,40,1,134760.21,2,0,0,174434.06,1
2576,15592736,Lucchese,551,Germany,Male,54,5,102994.04,1,1,0,176680.16,1
2580,15597896,Ozoemena,365,Germany,Male,30,0,127760.07,1,1,0,81537.85,1
2620,15800062,Lanford,850,Spain,Male,49,8,0.0,1,0,0,25867.67,1
2648,15687162,Clayton,461,France,Male,51,9,119889.84,1,0,0,56767.67,1
2655,15759874,Chamberlain,532,France,Male,44,3,148595.55,1,1,0,74838.64,1
2659,15815490,Cocci,670,Germany,Male,40,2,164948.98,3,0,0,177028.0,1
2666,15635660,Rossi,612,Germany,Male,30,9,142910.15,1,1,0,105890.55,1
2669,15582325,Jennings,524,France,Male,52,2,87894.26,1,1,0,173899.42,1
2677,15641994,Meng,667,Germany,Male,43,1,103018.45,1,1,0,32462.39,1
2704,15627352,Bulgakov,459,Germany,Male,46,7,110356.42,1,1,0,4969.13,1
2739,15662098,Palmer,650,Spain,Male,41,3,128808.65,3,0,0,113677.53,1
2744,15658889,Watson,689,France,Male,22,4,136444.25,1,1,0,51980.25,1
2749,15753332,Loftus,401,Germany,Male,48,8,128140.17,1,1,0,175753.55,1
2786,15771417,Thomas,640,France,Male,43,7,132412.38,1,0,0,69584.3,1
2788,15700487,Osonduagwuike,805,France,Male,46,6,118022.06,3,1,0,162643.15,1
2790,15747503,Hayward,705,Spain,Male,44,0,184552.12,1,1,0,68860.3,1
2795,15597930,Wilson,646,France,Male,52,8,59669.43,1,0,0,172495.81,1
2807,15787529,Gray,592,Spain,Male,38,0,0.0,1,1,0,65986.48,1
2846,15812513,Nnaife,599,Germany,Male,45,10,103583.05,1,1,0,132127.69,1
2848,15678572,Keating,529,Spain,Male,38,7,99842.5,2,1,0,90256.06,1
2869,15707968,Akobundu,545,Spain,Male,36,8,73211.12,2,1,0,89587.34,1
2873,15671591,Castiglione,439,Spain,Male,52,3,96196.24,4,1,0,198874.52,1
2899,15624510,Tien,696,France,Male,52,6,139781.06,1,1,0,27445.4,1
2917,15704583,Chikwado,651,France,Male,56,2,0.0,1,1,0,114522.68,1
2946,15776348,Rogers,835,Germany,Male,20,4,124365.42,1,0,0,180197.74,1
2967,15577178,Genovese,511,France,Male,45,5,68375.27,1,1,0,193160.25,1
2989,15684801,Abbott,689,France,Male,47,1,93871.95,3,1,0,156878.42,1
3011,15619653,Hannaford,666,France,Male,47,2,0.0,1,1,0,35046.97,1
3036,15687491,Nkemdilim,817,Germany,Male,45,9,101207.75,1,0,0,88211.12,1
3084,15814816,Kambinachi,466,France,Male,40,4,91592.06,1,1,0,141210.18,1
3097,15745083,Lei,613,Germany,Male,59,8,91415.76,1,0,0,27965.0,1
3125,15795224,Wu,760,France,Male,39,6,178585.46,1,1,0,67131.3,1
3128,15721007,Charlton,776,Germany,Male,33,8,115130.34,1,0,0,129525.5,1
3138,15772073,Hodge,664,France,Male,48,10,0.0,1,1,0,140173.17,1
3207,15596761,Hawdon,515,Germany,Male,60,9,113715.36,1,1,0,18424.24,1
3235,15664907,Alexander,527,France,Male,47,1,0.0,1,1,0,21312.16,1
3239,15588080,Giles,675,France,Male,54,6,0.0,1,1,0,110273.84,1
3241,15717560,Martin,580,France,Male,50,0,125647.36,1,1,0,57541.08,1
3247,15579212,Chuang,638,France,Male,57,6,0.0,1,1,0,33676.48,1
3252,15750335,Paterson,850,Germany,Male,43,0,108508.82,3,1,0,184044.8,1
3255,15778368,Allan,552,Germany,Male,50,4,121175.56,1,1,0,117505.07,1
3263,15654456,Napolitano,511,Germany,Male,48,6,149726.08,1,0,0,88307.87,1
3264,15807525,Bailey,447,France,Male,43,2,0.0,2,1,0,33879.26,1
3269,15611430,Abramowitz,690,France,Male,54,5,0.0,1,1,0,12847.61,1
3301,15801904,Heard,677,Germany,Male,28,0,143988.0,2,1,0,8755.69,1
3317,15758116,Rossi,666,France,Male,53,5,64646.7,1,1,0,128019.48,1
3338,15647385,Ch'iu,579,Spain,Male,56,4,99340.83,1,0,0,4523.74,1
3416,15710689,Angel,578,Spain,Male,40,6,63609.92,1,0,0,74965.61,1
3448,15612092,Palmer,646,Germany,Male,32,8,105397.8,1,1,0,78111.84,1
3457,15789974,Enemuo,713,France,Male,33,6,94598.48,1,0,0,197519.66,1
3458,15713370,Hunter,657,Spain,Male,36,8,188241.05,2,0,0,183058.51,1
3464,15791216,Mann,600,Germany,Male,43,8,133379.41,1,1,0,177378.66,1
3477,15806956,Iqbal,746,Spain,Male,30,1,112666.67,1,0,0,11710.4,1
3486,15728456,Martinez,604,France,Male,33,3,0.0,1,1,0,42171.13,1
3491,15809137,Sagese,453,France,Male,29,6,0.0,1,0,0,198376.02,1
3503,15660505,Romani,735,Germany,Male,46,2,106344.95,1,1,0,114371.33,1
3554,15626612,Yin,741,Spain,Male,40,4,104784.23,1,1,0,135163.76,1
3561,15733777,Evans,817,France,Male,44,8,0.0,1,0,0,65501.91,1
3565,15803121,Chia,847,France,Male,51,5,97565.74,1,0,0,144184.06,1
3571,15706005,Roberts,674,France,Male,46,2,174701.05,1,1,0,90189.72,1
3584,15773221,Harris,577,Spain,Male,43,8,79757.21,1,1,0,135650.72,1
3602,15747208,Watt,608,France,Male,50,6,0.0,1,1,0,93568.77,1
3616,15639357,Allan,415,France,Male,46,9,134950.19,3,0,0,178587.36,1
3664,15602731,Wong,724,France,Male,31,5,0.0,1,1,0,134889.95,1
3747,15804709,Watt,688,Germany,Male,35,5,111578.18,1,0,0,166165.93,1
3759,15582910,Turnbull,514,France,Male,38,4,112230.38,1,1,0,16717.11,1
3775,15691785,Findlay,850,France,Male,61,1,0.0,1,1,0,53067.83,1
3781,15685290,Wall,595,Germany,Male,46,5,142360.62,2,1,0,48421.4,1
3794,15584037,Denisov,727,Germany,Male,58,5,106913.43,1,1,0,25881.0,1
3804,15651264,Yobanna,850,Germany,Male,51,4,124425.99,1,0,0,118545.49,1
3820,15718289,Bradley,553,Germany,Male,46,3,82291.1,1,1,0,112549.99,1
3828,15654733,Hsieh,794,Germany,Male,57,3,117056.46,1,1,0,93336.93,1
3899,15750156,Yu,662,Germany,Male,59,2,104568.41,1,1,0,8059.44,1
3914,15732266,Field,553,Germany,Male,53,5,127997.83,1,1,0,165378.66,1
3922,15743871,Nkemdirim,567,France,Male,59,3,0.0,2,1,0,25843.7,1
3936,15648362,Kennedy,728,Germany,Male,45,3,108924.33,2,1,0,84300.4,1
3939,15723717,Heath,483,Germany,Male,41,1,118334.44,1,0,0,163147.99,1
3941,15659736,Herbert,716,Germany,Male,66,5,121411.9,1,0,0,10070.4,1
3942,15603170,Kang,654,France,Male,32,9,121455.65,1,1,0,190068.53,1
3983,15627665,Sung,614,France,Male,46,4,0.0,1,1,0,74379.57,1
4002,15792064,Pai,545,Germany,Male,53,5,114421.55,1,1,0,180598.28,1
4018,15678034,Grosse,811,France,Male,46,9,180226.24,1,1,0,13464.64,1
4034,15569079,Hagins,632,Germany,Male,48,6,126066.26,1,1,0,64345.61,1
4037,15640034,Milligan,551,France,Male,42,2,139561.46,1,1,0,43435.43,1
4105,15676571,Bezrukova,850,France,Male,55,6,0.0,1,1,0,944.41,1
4115,15647008,Adams,624,Germany,Male,54,3,116726.22,1,1,0,110498.1,1
4125,15608406,Schmidt,678,France,Male,26,5,111128.04,1,1,0,60941.27,1
4130,15810829,Macfarlan,618,France,Male,48,7,0.0,1,1,0,13921.82,1
4137,15757952,Teng,651,France,Male,44,2,0.0,3,1,0,102530.35,1
4152,15569098,Winifred,627,France,Male,44,6,153548.12,1,0,0,35300.08,1
4185,15635141,Miller,598,Germany,Male,59,8,118210.42,2,0,0,60192.14,1
4210,15729201,Harewood,682,France,Male,55,9,0.0,1,1,0,153356.8,1
4223,15627847,Woronoff,850,France,Male,40,6,0.0,1,1,0,136985.08,1
4225,15735270,Ruggiero,767,Spain,Male,47,2,0.0,1,1,0,48161.18,1
4269,15709941,Feng,753,France,Male,46,8,0.0,3,1,0,90747.94,1
4298,15778149,Connolly,538,Spain,Male,68,9,0.0,2,1,0,110440.5,1
4303,15791867,Hicks,544,Germany,Male,44,2,108895.93,1,0,0,69228.2,1
4317,15720774,P'eng,850,Spain,Male,44,7,89118.26,1,1,0,104240.77,1
4337,15771742,Boyle,580,Germany,Male,38,9,115442.19,2,1,0,128481.5,1
4344,15654577,Alexeeva,549,Germany,Male,54,5,92877.33,1,1,0,2619.64,1
4347,15585853,McCardle,743,Spain,Male,41,7,0.0,1,1,0,163736.09,1
4348,15645271,Radcliffe-Brown,615,Germany,Male,24,8,108528.07,2,0,0,179488.41,1
4350,15623107,Chukwumaobim,686,Spain,Male,45,3,74274.87,3,1,0,64907.48,1
4381,15812241,Udinese,438,Germany,Male,59,7,127197.14,1,1,0,51565.98,1
4412,15740345,Osborne,657,Spain,Male,42,5,41473.33,1,1,0,112979.6,1
4430,15686463,Fu,626,France,Male,38,7,141074.59,1,1,0,52795.56,1
4470,15692443,Piccio,612,Spain,Male,33,5,69478.57,1,1,0,8973.67,1
4503,15632118,Pirozzi,698,Spain,Male,45,5,164450.94,1,1,0,141970.02,1
4513,15751748,Trevisani,666,France,Male,51,2,148222.65,1,0,0,156953.54,1
4521,15605826,Korovina,652,Germany,Male,46,10,121063.8,3,1,0,151481.86,1
4550,15587611,Kauffmann,537,France,Male,59,9,0.0,2,0,0,103799.77,1
4593,15658475,Lori,834,France,Male,36,8,142882.49,1,1,0,89983.02,1
4608,15734524,Wang,653,France,Male,51,3,0.0,1,1,0,170426.65,1
4630,15687153,Graham,850,Germany,Male,49,8,98649.55,1,1,0,119174.88,1
4668,15596870,Marino,749,Germany,Male,54,3,144768.94,1,1,0,93336.3,1
4670,15751491,Hsiao,443,Germany,Male,50,3,117206.3,1,1,0,42840.18,1
4687,15607314,Chiefo,536,Spain,Male,53,2,143923.96,1,1,0,2019.78,1
4690,15737832,Robertson,771,Spain,Male,45,0,139825.56,1,0,0,170984.97,1
4698,15680706,Balashov,537,Germany,Male,48,4,131834.8,1,1,0,166476.95,1
4713,15618774,White,474,France,Male,54,3,0.0,1,1,0,108409.17,1
4742,15605020,Schofield,651,France,Male,45,2,165901.59,2,1,0,23054.51,1
4746,15655410,Hinton,768,Germany,Male,49,1,133384.66,1,1,0,102397.22,1
4780,15711843,Pisani,613,Germany,Male,40,1,147856.82,3,0,0,107961.11,1
4800,15656683,Johnson,551,France,Male,52,1,0.0,1,0,0,63584.55,1
4843,15624820,Ross,683,Spain,Male,56,7,50911.21,3,0,0,97629.31,1
4851,15593094,Goddard,516,France,Male,27,9,0.0,1,1,0,142680.64,1
4865,15783225,Cocci,737,France,Male,54,9,0.0,1,1,0,83470.4,1
4885,15569274,Pisano,678,Germany,Male,49,2,116933.11,1,1,0,195053.58,1
4909,15806256,Jackson,540,France,Male,48,2,109349.29,1,1,0,88703.04,1
4913,15792228,Onwumelu,748,France,Male,60,0,152335.7,1,1,0,126743.33,1
4937,15792986,T'ao,580,Germany,Male,24,1,133811.78,1,1,0,17185.95,1
4940,15606273,Rene,616,France,Male,37,5,144235.73,2,0,0,154957.66,1
4942,15715047,Joshua,640,Spain,Male,43,9,172478.15,1,1,0,191084.4,1
4968,15743817,Hargreaves,621,Germany,Male,40,8,174126.75,3,1,0,172490.78,1
4981,15740406,Padovesi,628,Germany,Male,38,10,113525.84,1,1,0,46044.48,1
4998,15613886,Trevisan,722,Spain,Male,43,1,0.0,1,1,0,44560.17,1
5012,15609011,Barry,480,Spain,Male,47,8,75408.33,1,1,0,25887.89,1
5026,15780432,Shen,728,France,Male,37,3,122689.51,2,0,0,106977.53,1
5086,15687372,Padovesi,547,Germany,Male,49,8,121537.71,2,1,0,46521.45,1
5088,15624641,Kharlamova,740,Spain,Male,43,9,0.0,1,1,0,199290.68,1
5089,15734610,Onio,543,France,Male,42,4,89838.71,3,1,0,85983.54,1
5106,15718465,Sadler,671,Germany,Male,51,3,96891.46,1,1,0,176403.33,1
5115,15721460,Lorenzo,678,France,Male,60,8,185648.56,1,0,0,192156.54,1
5140,15703728,Chieloka,700,Spain,Male,47,4,0.0,1,1,0,121798.52,1
5221,15753174,Thompson,571,Germany,Male,37,9,139592.98,3,1,0,104152.65,1
5232,15749519,Lin,822,France,Male,38,6,128289.7,3,1,0,9149.96,1
5270,15732281,Ugoji,680,Germany,Male,34,6,146422.22,1,1,0,67142.97,1
5272,15567630,Bruce,721,Germany,Male,40,6,100275.88,1,1,0,138564.48,1
5273,15587507,Feng,850,France,Male,47,6,0.0,1,1,0,187391.02,1
5279,15799300,Kao,510,Germany,Male,31,0,113688.63,1,1,0,33099.41,1
5311,15624744,Tai,622,Germany,Male,42,9,115766.26,1,0,0,72155.85,1
5315,15788068,Lopez,743,Germany,Male,45,10,144677.19,3,1,0,22512.44,1
5349,15720511,Byrne,547,Germany,Male,41,3,151191.31,1,1,0,175295.89,1
5354,15782181,Greco,592,Spain,Male,35,6,80285.16,1,1,0,72678.75,1
5370,15674541,Robinson,575,Spain,Male,52,8,123925.23,1,0,0,111342.66,1
5372,15580701,Ma,712,France,Male,33,3,153819.58,1,1,0,79176.09,1
5387,15668283,Gardiner,642,France,Male,48,9,118317.27,4,0,0,78702.98,1
5389,15669664,Thompson,574,Germany,Male,54,1,99774.5,1,0,0,4896.11,1
5393,15710012,Bowen,738,Spain,Male,44,2,0.0,2,1,0,43018.82,1
5425,15566253,Manning,580,Germany,Male,44,9,143391.07,1,0,0,146891.07,1
5441,15807269,Milanesi,690,Germany,Male,43,2,166522.78,1,0,0,119644.59,1
5477,15723864,Lucas,828,Spain,Male,47,1,109876.82,2,1,0,83611.45,1
5485,15595842,Paramor,748,Germany,Male,45,2,119852.01,1,0,0,73853.94,1
5515,15773283,Dennis,641,France,Male,65,6,38340.02,1,1,0,32607.77,1
5520,15785559,De Luca,678,France,Male,43,1,133237.21,1,1,0,111032.79,1
5541,15605742,Tuan,737,France,Male,43,0,80090.93,1,1,0,39920.0,1
5548,15713845,Merrett,688,France,Male,38,7,148045.68,1,1,0,175479.92,1
5560,15729557,Olisaemeka,850,Germany,Male,36,5,119984.07,1,1,0,191535.11,1
5571,15645847,P'eng,569,Germany,Male,35,2,109196.66,3,1,0,109393.19,1
5577,15635964,Eve,566,Germany,Male,65,4,120100.41,1,1,0,107563.16,1
5594,15597968,Fyans,617,Spain,Male,50,7,0.0,1,1,0,184839.7,1
5618,15797329,Muir,626,France,Male,43,4,137638.69,1,1,0,130442.08,1
